requirement_id,line_no,summary,phase,artifact,validation,owner
R-6544,6544,DoD: Negative/null effects retained.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P3
R-6545,6545,DoD: Raw and derived ablation evidence promoted immutably.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P4
R-6546,6546,DoD: All ablation content is supplementary only.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P9
R-6547,6547,DoD: Supplement PDF and Word build cleanly and independently.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P7
R-6551,6551,DoD: Every equation is native OMML.,12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6552,6552,DoD: Every table is a native Word table.,12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6553,6553,DoD: Captions and numbering use live fields.,12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6554,6554,DoD: Cross-references remain functional.,12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6555,6555,"DoD: TOC, lists, citations, and bibliography update.",12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6556,6556,DoD: Diagrams have editable native sources.,12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6557,6557,DoD: Cross-format parity passes.,12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6558,6558,"DoD: No tracked changes, comments, hidden text, or placeholders.",12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6562,6562,"DoD: Evidence, algorithm, evaluator, environment, seeds, commands, and hashes are recorded.",12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P5
R-6564,6564,DoD: Every exhibit regenerates from packaged materials.,12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P5
R-6565,6565,DoD: Clean-location package rebuild succeeds.,12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P5
R-6566,6566,DoD: Repository gates are green.,12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P5
R-6567,6567,DoD: Package contains every referenced file and no unexplained artifact.,12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P5
R-6568,6568,DoD: Cover letter and highlights stay within accepted claims.,12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P9
R-6569,6569,DoD: Submission SHA and PI sign-off are recorded.,12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P10
R-6575,6575,Only verified keys in the runtime intersection may be cited; expected 57-key set follows.,cross,allowed_citation_keys.txt,15.1/E.2 admissible-key check; Phase 1 audit,P9
R-6617,6617,"Expected admissible-key count is 57 (6+13+8+5+8+4+2+8+3); audit target, not assumption.",1,reference_inventory.csv,Phase 1 identity audit; D.7.3 zero-undefined-keys check,P9
R-6625,6625,"Citation role: mohamed2020gaining — GSK origin, inherited mechanics, thematic comparison.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6626,6626,Citation role: mohamed2020agsk — AGSK method and family baseline.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6627,6627,Citation role: apgsk2021 — APGSK/adaptive-parameter family baseline.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6628,6628,Citation role: fdbagsk2023 — FDB-AGSK and fitness-distance-balance family baseline.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6629,6629,Citation role: alfadli2025atmals — ATMALS-GSK and memory/local-search family baseline.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6630,6630,Citation role: jawad2024egsk — eGSK family baseline and verified mechanism scope.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6648,6648,Use each B.2 key only where its verified mechanism is discussed; never one sentence per source to force bibliography use.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6653,6653,Citation role: storn1997differential — DE origin.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6654,6654,Citation role: zhang2009jade — adaptive DE and external-archive lineage.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6655,6655,"Citation role: tanabe2013shade, tanabe2014improving — SHADE/L-SHADE and population-size reduction lineage.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6657,6657,Citation role: mohamed2017lshadespacma — hybrid competitive context.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6658,6658,Citation role: hansen2001cmaes — covariance-adaptation conceptual comparison.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6659,6659,Citation role: omidvar2014dg — differential grouping and decomposition comparison/future work.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6661,6661,Citation role: guo2015eig — eigenvector crossover comparison.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6665,6665,Citation role: awad2016problem — verified CEC2017 definition role.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6666,6666,Citation role: das2011cec2011 — verified CEC2011 definition role.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6667,6667,Citation role: liang2013cec2013 — verified CEC2013 definition role.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6668,6668,"Citation role: awad2017ensemble, brest2017single — competition context only where the source supports the stated claim.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6673,6673,"Citation role: chen2020cbo, kaveh2021pgo, arini2022gjojos, hu2022qcsca, khalfi2023csm, tang2024fowfo, zhou2021iade — taxonomy/positioning...",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6675,6675,Citation role: yao1999evolutionary — Cauchy-mutation basis when relevant to BSE.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6679,6679,"Citation role: nelder1965simplex, gao2012implementing — Nelder–Mead.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6680,6680,Citation role: kolda2003directsearch — compass/direct-search basis.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6681,6681,Citation role: jones1995fitness — fitness-distance basis only where verified.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6685,6685,"Citation role: auer2002finite, fialho2010adaptive — bandit/adaptive operator-selection grounding, not proof that the exact ACE mechanism ...",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6690,6690,"Citation role: friedman1937use, demsar2006statistical — Friedman/rank/post-hoc practice.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6691,6691,Citation role: wilcoxon1945individual — signed-rank test.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6692,6692,Citation role: holm1979simple — family-wise multiplicity control.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6693,6693,Citation role: benjamini1995controlling — exploratory FDR only when used.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6694,6694,Citation role: vargha2000critique — A12.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6695,6695,Citation role: efron1993introduction — BCa bootstrap.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6696,6696,Citation role: david_order_statistics — order-statistics argument only if actually used.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6700,6700,"Citation role: wolpert1997nfl — bounded NFL premise, never proof of expected superiority.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6701,6701,"Citation role: del2019bio, hussain2019metaheuristic — field framing and taxonomy only as supported.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6710,6710,The agent MUST NOT perform any C.1 prohibited action.,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6712,6712,Prohibited: cite scientific material outside reference_papers/;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6713,6713,"Prohibited: complete references, DOIs, authors, venues, or years from memory;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6714,6714,Prohibited: cite a source that has not passed identity/readability audit;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6715,6715,Prohibited: add decorative citations to satisfy a paragraph or bibliography quota;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6716,6716,Prohibited: use \\nocite{*} to force bibliography entries;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6717,6717,"Prohibited: use results/, manuscript tables, figures, or old prose as publication data;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6718,6718,Prohibited: allow an empirical loader to fall back outside cec_reference_results;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6719,6719,Prohibited: edit an immutable evidence release;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6720,6720,"Prohibited: promote candidate evidence without validation, manifest, and checksum proof;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6721,6721,"Prohibited: fabricate, estimate, interpolate, or visually read a numerical result;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6722,6722,"Prohibited: select favorable functions, runs, dimensions, or curves after viewing results;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
R-6723,6723,"Prohibited: change tests, endpoints, correction families, or effect definitions after outcomes without labeling the change exploratory;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
R-6725,6725,Prohibited: claim paired inference without valid pairing;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
R-6726,6726,Prohibited: treat repeated runs as independent benchmark functions;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
R-6727,6727,"Prohibited: use rounded values to determine ranks, ties, or significance;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
R-6728,6728,Prohibited: exclude local-search/polish evaluations from MaxFES;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P4
R-6729,6729,Prohibited: claim general superiority from a same-family panel;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P1
R-6730,6730,Prohibited: claim universal novelty from a closed corpus;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P1
R-6731,6731,Prohibited: call CEC2013 a holdout or independent confirmation without documented development independence;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P1
R-6733,6733,Prohibited: execute ablation before the Phase 11 gate;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P1
R-6734,6734,"Prohibited: include ablation results in the main manuscript, abstract, conclusion, highlights, or cover letter;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P1
R-6736,6736,Prohibited: alter the frozen algorithm during final ablation;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P2
R-6737,6737,Prohibited: infer SGSM benefit from an SGSM-off scaffold design;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
